text,label
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,hate
Have you ever spent time outside of the Vancouver area ?,noHate
I 'm sure I 'm not missing much .,noHate
That's because they do n't whore themselves out and end up looking like they 're forty at age 25 .,noHate
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,hate
- YouTube Heil Hitler !,noHate
"Read a few books , listen to music and stick to the internet for both entertainment and research .",noHate
Though I can see it happening someday soon by the state of the rest of the UK .,noHate
"Migrants living in fear after racist bomb attack on Poles - Northern Ireland , Local & National - Belfasttelegraph.co.uk They 're threatening to leave , we 're doomed !!!",hate
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,hate
Who is asking you to ?,noHate
What's the non-White demographic % in London ?,noHate
There are London areas that could be described as nothing less than little islamic republics .,hate
the town where i live you could probably get away with it i have had mine on a few times and never had a problem,noHate
"Hi all , never posted in here before but ive been on sf for ages. live near london - but thinking about relocating up north ( i cant imagine why lol )",noHate
"WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do",hate
Not to mention that they do n't belong here anyway .,hate
"London is a dead zone as far as anyone White is concerned , even Hertfordshire where it 's closest to London is turning brown .",hate
England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .,hate
"Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .",hate
Oberschlesien - Als die Deutschen weg waren ( 4/5 ) - YouTube,noHate
Moby Extreme Ways ( The Bourne Clip ) - YouTube,noHate
"Many tribes had their own `` local '' gods ( and spirits , demons , creatures , etc. ) , yes , but they were usually `` lesser '' gods and the main Slavic pantheon was more or less the same everywhere .",noHate
"Probably, especially if they are legitimate refugees from a war conflict , as opposed to the fake black and brown refugees that are flooding the country now .",hate
You say Bloeslaw Chrobry ; in Croatian we would say Boleslav Hrabri .,noHate
Further pictures and details from `` Greek and Roman Artillery Wiki '' .,noHate
Situation for Ukrainian patriots is turning for bad in Crimea Food for military attempted to pass through the fence .,noHate
"You mean half Slavic ( R1a ) and half Illyrian-Celtic ( I2a2 + R1b ) , with Germanic influx ( I1 ) .",noHate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",hate
Shame on those white Germans to be born to like their own race the most .,noHate
Here is one : YouTube - Grußwort von Matthias Faust ( DVU ) auf dem NPD-Parteitag 2010,noHate
She is certainly an enigma .,noHate
You love pulling things out of your ass do n't you .,noHate
"Thank you , C _ R.",noHate
"I love them to death and would kill anyone that threatened them , but they will be hell when they get older ...",noHate
"I do n't want sheeps , I preffer girls .",noHate
Rule Britannia I love you .,noHate
hello to all !,noHate
"I am a new member from Bronx , New York looking for new friends to talk to .",noHate
I 'm 19 years old and an italian-AMERICAN ( most importantly ) .,noHate
well i have no money to go over the sea neither i think we should have it all over the world on the same day for those that dont have enough money to travel that far wpww .,noHate
Hi all I just thought I should leave a note and wish all of our Southern Gentlemen and Ladies a happy `` Robert Edward Lee day '' .,noHate
Someone Please Tell me what can be done or which people to tell that the Mexicans and or other hispanics here are undercutting price quotes on Good working People .,hate
Anything ??,noHate
"Great Avitar , I need one myself .",noHate
Write back if you want to talk .,noHate
"You now have a new friend from Pembroke Pines , Florida .",noHate
Take care .,noHate
"read posts in activism local and regional by dutchy and ladyaryan , the thread name is white town in the making and white strongholds in your city. take care 14 words",noHate
I 'm 24 yrs old and live in MN .,noHate
Those who do not keep slaves to clean their toalets will see their children multiply and happily exist in thir own countries .,noHate
